    704       3
 8.975979007142857e-01 -2.991993003571428e-01 -1.000000000000000e+00
 8.975979007142858e-01  2.991993003571427e-01  3.333333333333334e-01
 8.975979007142857e-01  2.991993003571428e-01  1.000000000000000e+00
 8.975979007142856e-01  2.991993003571430e-01 -3.333333333333334e-01
 8.975979007142855e-01  2.991993003571428e-01 -1.000000000000000e+00
 8.975979007142862e-01  8.975979010714283e-01  3.333333333333333e-01
 8.975979007142860e-01  8.975979010714287e-01  1.000000000000000e+00
 8.975979007142856e-01  8.975979010714286e-01 -3.333333333333334e-01
 8.975979007142851e-01  8.975979010714285e-01 -1.000000000000000e+00
 8.975979007142858e-01  1.495996501785714e+00  3.333333333333334e-01
 8.975979007142861e-01  1.495996501785714e+00  1.000000000000000e+00
 8.975979007142856e-01  1.495996501785715e+00 -3.333333333333334e-01
 8.975979007142849e-01  1.495996501785714e+00 -1.000000000000000e+00
 8.975979007142859e-01  2.094395102500000e+00  3.333333333333334e-01
 8.975979007142865e-01  2.094395102500000e+00  1.000000000000000e+00
 8.975979007142856e-01  2.094395102500000e+00 -3.333333333333334e-01
 8.975979007142847e-01  2.094395102500000e+00 -1.000000000000000e+00
 1.495996501190476e+00 -2.094395102500000e+00  1.000000000000000e+00
 1.495996501190477e+00 -2.094395102500000e+00  3.333333333333334e-01
 1.495996501190476e+00 -1.495996501785714e+00  3.333333333333334e-01
 1.495996501190476e+00 -1.495996501785714e+00  1.000000000000000e+00
 1.495996501190476e+00 -2.094395102500000e+00 -3.333333333333333e-01
 1.495996501190477e+00 -1.495996501785714e+00 -3.333333333333333e-01
 1.495996501190477e+00 -2.094395102500000e+00 -1.000000000000000e+00
 1.495996501190477e+00 -1.495996501785714e+00 -1.000000000000000e+00
 1.495996501190476e+00 -8.975979010714287e-01  3.333333333333333e-01
 1.495996501190476e+00 -8.975979010714286e-01  1.000000000000000e+00
 1.495996501190476e+00 -8.975979010714287e-01 -3.333333333333333e-01
 1.495996501190476e+00 -8.975979010714285e-01 -1.000000000000000e+00
 1.495996501190477e+00 -2.991993003571429e-01  3.333333333333333e-01
 1.495996501190476e+00 -2.991993003571429e-01  1.000000000000000e+00
 1.495996501190476e+00 -2.991993003571430e-01 -3.333333333333334e-01
 1.495996501190476e+00 -2.991993003571429e-01 -1.000000000000000e+00
 1.495996501190477e+00  2.991993003571429e-01  3.333333333333333e-01
 1.495996501190476e+00  2.991993003571429e-01  1.000000000000000e+00
 1.495996501190476e+00  2.991993003571430e-01 -3.333333333333334e-01
 1.495996501190476e+00  2.991993003571429e-01 -1.000000000000000e+00
 1.495996501190477e+00  8.975979010714287e-01  3.333333333333334e-01
 1.495996501190476e+00  8.975979010714285e-01  1.000000000000000e+00
 1.495996501190476e+00  8.975979010714285e-01 -3.333333333333334e-01
 1.495996501190476e+00  8.975979010714286e-01 -1.000000000000000e+00
 1.495996501190477e+00  1.495996501785714e+00  3.333333333333333e-01
 1.495996501190477e+00  1.495996501785714e+00  1.000000000000000e+00
 1.495996501190476e+00  1.495996501785714e+00 -3.333333333333334e-01
 1.495996501190476e+00  1.495996501785714e+00 -1.000000000000000e+00
 1.495996501190476e+00  2.094395102500000e+00  3.333333333333333e-01
 1.495996501190477e+00  2.094395102500000e+00  1.000000000000000e+00
 1.495996501190476e+00  2.094395102500000e+00 -3.333333333333334e-01
 1.495996501190476e+00  2.094395102500000e+00 -1.000000000000000e+00
 2.094395101666667e+00 -2.094395102500000e+00  1.000000000000000e+00
 2.094395101666667e+00 -2.094395102500000e+00  3.333333333333334e-01
 2.094395101666667e+00 -1.495996501785714e+00  3.333333333333335e-01
 2.094395101666667e+00 -1.495996501785714e+00  1.000000000000000e+00
 2.094395101666667e+00 -2.094395102500000e+00 -3.333333333333333e-01
 2.094395101666667e+00 -1.495996501785714e+00 -3.333333333333333e-01
 2.094395101666667e+00 -2.094395102500000e+00 -1.000000000000000e+00
 2.094395101666667e+00 -1.495996501785714e+00 -1.000000000000000e+00
 2.094395101666666e+00 -8.975979010714283e-01  3.333333333333333e-01
 2.094395101666667e+00 -8.975979010714286e-01  1.000000000000000e+00
 2.094395101666667e+00 -8.975979010714286e-01 -3.333333333333333e-01
 2.094395101666668e+00 -8.975979010714283e-01 -1.000000000000000e+00
 2.094395101666667e+00 -2.991993003571427e-01  3.333333333333334e-01
 2.094395101666667e+00 -2.991993003571429e-01  1.000000000000000e+00
 2.094395101666667e+00 -2.991993003571428e-01 -3.333333333333333e-01
 2.094395101666667e+00 -2.991993003571429e-01 -1.000000000000000e+00
 2.094395101666667e+00  2.991993003571431e-01  3.333333333333334e-01
 2.094395101666667e+00  2.991993003571429e-01  1.000000000000000e+00
 2.094395101666667e+00  2.991993003571431e-01 -3.333333333333333e-01
 2.094395101666667e+00  2.991993003571429e-01 -1.000000000000000e+00
 2.094395101666667e+00  8.975979010714288e-01  3.333333333333334e-01
 2.094395101666668e+00  8.975979010714283e-01  1.000000000000000e+00
 2.094395101666667e+00  8.975979010714286e-01 -3.333333333333333e-01
 2.094395101666667e+00  8.975979010714286e-01 -1.000000000000000e+00
 2.094395101666667e+00  1.495996501785714e+00  3.333333333333334e-01
 2.094395101666667e+00  1.495996501785714e+00  1.000000000000000e+00
 2.094395101666667e+00  1.495996501785715e+00 -3.333333333333333e-01
 2.094395101666667e+00  1.495996501785714e+00 -1.000000000000000e+00
 2.094395101666667e+00  2.094395102500000e+00  3.333333333333333e-01
 2.094395101666667e+00  2.094395102500000e+00  1.000000000000000e+00
 2.094395101666667e+00  2.094395102500000e+00 -3.333333333333333e-01
 2.094395101666667e+00  2.094395102500000e+00 -1.000000000000000e+00
 2.692793702142856e+00 -2.094395102500000e+00  1.000000000000000e+00
 2.692793702142856e+00 -2.094395102500000e+00  3.333333333333334e-01
 2.692793702142857e+00 -1.495996501785715e+00  3.333333333333333e-01
 2.692793702142856e+00 -1.495996501785714e+00  1.000000000000000e+00
 2.692793702142857e+00 -2.094395102500000e+00 -3.333333333333334e-01
 2.692793702142858e+00 -1.495996501785714e+00 -3.333333333333334e-01
 2.692793702142858e+00 -2.094395102500000e+00 -1.000000000000000e+00
 2.692793702142858e+00 -1.495996501785714e+00 -1.000000000000000e+00
 2.692793702142856e+00 -8.975979010714288e-01  3.333333333333333e-01
 2.692793702142857e+00 -8.975979010714288e-01  1.000000000000000e+00
 2.692793702142857e+00 -8.975979010714288e-01 -3.333333333333334e-01
 2.692793702142858e+00 -8.975979010714286e-01 -1.000000000000000e+00
 2.692793702142858e+00 -2.991993003571429e-01  3.333333333333333e-01
 2.692793702142858e+00 -2.991993003571429e-01  1.000000000000000e+00
 2.692793702142858e+00 -2.991993003571431e-01 -3.333333333333334e-01
 2.692793702142858e+00 -2.991993003571430e-01 -1.000000000000000e+00
 2.692793702142858e+00  2.991993003571430e-01  3.333333333333333e-01
 2.692793702142858e+00  2.991993003571430e-01  1.000000000000000e+00
 2.692793702142858e+00  2.991993003571428e-01 -3.333333333333334e-01
 2.692793702142858e+00  2.991993003571429e-01 -1.000000000000000e+00
 2.692793702142858e+00  8.975979010714286e-01  3.333333333333334e-01
 2.692793702142858e+00  8.975979010714286e-01  1.000000000000000e+00
 2.692793702142856e+00  8.975979010714283e-01 -3.333333333333334e-01
 2.692793702142857e+00  8.975979010714288e-01 -1.000000000000000e+00
 2.692793702142858e+00  1.495996501785714e+00  3.333333333333333e-01
 2.692793702142858e+00  1.495996501785714e+00  1.000000000000000e+00
 2.692793702142857e+00  1.495996501785714e+00 -3.333333333333334e-01
 2.692793702142856e+00  1.495996501785714e+00 -1.000000000000000e+00
 2.692793702142857e+00  2.094395102500000e+00  3.333333333333333e-01
 2.692793702142858e+00  2.094395102500000e+00  1.000000000000000e+00
 2.692793702142856e+00  2.094395102500000e+00 -3.333333333333334e-01
 2.692793702142856e+00  2.094395102500000e+00 -1.000000000000000e+00
 3.291192302619047e+00 -2.094395102500000e+00  1.000000000000000e+00
 3.291192302619047e+00 -2.094395102500000e+00  3.333333333333334e-01
 3.291192302619047e+00 -1.495996501785714e+00  3.333333333333333e-01
 3.291192302619047e+00 -1.495996501785714e+00  1.000000000000000e+00
 3.291192302619047e+00 -2.094395102500000e+00 -3.333333333333333e-01
 3.291192302619048e+00 -1.495996501785714e+00 -3.333333333333333e-01
 3.291192302619048e+00 -2.094395102500000e+00 -1.000000000000000e+00
 3.291192302619049e+00 -1.495996501785714e+00 -1.000000000000000e+00
 3.291192302619047e+00 -8.975979010714286e-01  3.333333333333333e-01
 3.291192302619047e+00 -8.975979010714288e-01  1.000000000000000e+00
 3.291192302619047e+00 -8.975979010714283e-01 -3.333333333333333e-01
 3.291192302619048e+00 -8.975979010714288e-01 -1.000000000000000e+00
 3.291192302619048e+00 -2.991993003571429e-01  3.333333333333334e-01
 3.291192302619048e+00 -2.991993003571429e-01  1.000000000000000e+00
 3.291192302619048e+00 -2.991993003571427e-01 -3.333333333333334e-01
 3.291192302619048e+00 -2.991993003571430e-01 -1.000000000000000e+00
 3.291192302619047e+00  2.991993003571430e-01  3.333333333333334e-01
 3.291192302619048e+00  2.991993003571430e-01  1.000000000000000e+00
 3.291192302619048e+00  2.991993003571431e-01 -3.333333333333334e-01
 3.291192302619048e+00  2.991993003571429e-01 -1.000000000000000e+00
 3.291192302619047e+00  8.975979010714286e-01  3.333333333333334e-01
 3.291192302619048e+00  8.975979010714288e-01  1.000000000000000e+00
 3.291192302619047e+00  8.975979010714288e-01 -3.333333333333333e-01
 3.291192302619047e+00  8.975979010714288e-01 -1.000000000000000e+00
 3.291192302619048e+00  1.495996501785714e+00  3.333333333333334e-01
 3.291192302619049e+00  1.495996501785714e+00  1.000000000000000e+00
 3.291192302619048e+00  1.495996501785714e+00 -3.333333333333333e-01
 3.291192302619047e+00  1.495996501785714e+00 -1.000000000000000e+00
 3.291192302619048e+00  2.094395102500000e+00  3.333333333333334e-01
 3.291192302619048e+00  2.094395102500000e+00  1.000000000000000e+00
 3.291192302619047e+00  2.094395102500000e+00 -3.333333333333333e-01
 3.291192302619047e+00  2.094395102500000e+00 -1.000000000000000e+00
 3.889590903095238e+00 -2.094395102500000e+00  1.000000000000000e+00
 3.889590903095237e+00 -2.094395102500000e+00  3.333333333333333e-01
 3.889590903095236e+00 -1.495996501785715e+00  3.333333333333333e-01
 3.889590903095237e+00 -1.495996501785714e+00  1.000000000000000e+00
 3.889590903095238e+00 -2.094395102500000e+00 -3.333333333333334e-01
 3.889590903095238e+00 -1.495996501785715e+00 -3.333333333333334e-01
 3.889590903095238e+00 -2.094395102500000e+00 -1.000000000000000e+00
 3.889590903095239e+00 -1.495996501785714e+00 -1.000000000000000e+00
 3.889590903095236e+00 -8.975979010714286e-01  3.333333333333333e-01
 3.889590903095237e+00 -8.975979010714286e-01  1.000000000000000e+00
 3.889590903095238e+00 -8.975979010714286e-01 -3.333333333333334e-01
 3.889590903095238e+00 -8.975979010714287e-01 -1.000000000000000e+00
 3.889590903095237e+00 -2.991993003571429e-01  3.333333333333333e-01
 3.889590903095237e+00 -2.991993003571428e-01  1.000000000000000e+00
 3.889590903095238e+00 -2.991993003571430e-01 -3.333333333333334e-01
 3.889590903095237e+00 -2.991993003571431e-01 -1.000000000000000e+00
 3.889590903095237e+00  2.991993003571430e-01  3.333333333333333e-01
 3.889590903095237e+00  2.991993003571431e-01  1.000000000000000e+00
 3.889590903095238e+00  2.991993003571429e-01 -3.333333333333334e-01
 3.889590903095237e+00  2.991993003571428e-01 -1.000000000000000e+00
 3.889590903095238e+00  8.975979010714288e-01  3.333333333333334e-01
 3.889590903095238e+00  8.975979010714287e-01  1.000000000000000e+00
 3.889590903095238e+00  8.975979010714286e-01 -3.333333333333334e-01
 3.889590903095237e+00  8.975979010714286e-01 -1.000000000000000e+00
 3.889590903095237e+00  1.495996501785714e+00  3.333333333333333e-01
 3.889590903095239e+00  1.495996501785714e+00  1.000000000000000e+00
 3.889590903095237e+00  1.495996501785714e+00 -3.333333333333334e-01
 3.889590903095237e+00  1.495996501785714e+00 -1.000000000000000e+00
 3.889590903095238e+00  2.094395102500000e+00  3.333333333333334e-01
 3.889590903095238e+00  2.094395102500000e+00  1.000000000000000e+00
 3.889590903095238e+00  2.094395102500000e+00 -3.333333333333334e-01
 3.889590903095238e+00  2.094395102500000e+00 -1.000000000000000e+00
 4.487989503571427e+00 -2.094395102500000e+00  1.000000000000000e+00
 4.487989503571429e+00 -2.094395102500000e+00  3.333333333333333e-01
 4.487989503571429e+00 -1.495996501785715e+00  3.333333333333333e-01
 4.487989503571427e+00 -1.495996501785714e+00  1.000000000000000e+00
 4.487989503571429e+00 -2.094395102500000e+00 -3.333333333333334e-01
 4.487989503571428e+00 -1.495996501785715e+00 -3.333333333333334e-01
 4.487989503571429e+00 -2.094395102500000e+00 -1.000000000000000e+00
 4.487989503571429e+00 -1.495996501785715e+00 -1.000000000000000e+00
 4.487989503571428e+00 -8.975979010714288e-01  3.333333333333333e-01
 4.487989503571428e+00 -8.975979010714285e-01  1.000000000000000e+00
 4.487989503571428e+00 -8.975979010714288e-01 -3.333333333333334e-01
 4.487989503571429e+00 -8.975979010714289e-01 -1.000000000000000e+00
 4.487989503571428e+00 -2.991993003571430e-01  3.333333333333334e-01
 4.487989503571428e+00 -2.991993003571428e-01  1.000000000000000e+00
 4.487989503571428e+00 -2.991993003571429e-01 -3.333333333333334e-01
 4.487989503571429e+00 -2.991993003571431e-01 -1.000000000000000e+00
 4.487989503571429e+00  2.991993003571429e-01  3.333333333333334e-01
 4.487989503571429e+00  2.991993003571431e-01  1.000000000000000e+00
 4.487989503571428e+00  2.991993003571429e-01 -3.333333333333334e-01
 4.487989503571428e+00  2.991993003571428e-01 -1.000000000000000e+00
 4.487989503571428e+00  8.975979010714288e-01  3.333333333333334e-01
 4.487989503571429e+00  8.975979010714289e-01  1.000000000000000e+00
 4.487989503571428e+00  8.975979010714286e-01 -3.333333333333333e-01
 4.487989503571428e+00  8.975979010714285e-01 -1.000000000000000e+00
 4.487989503571429e+00  1.495996501785715e+00  3.333333333333334e-01
 4.487989503571429e+00  1.495996501785715e+00  1.000000000000000e+00
 4.487989503571428e+00  1.495996501785714e+00 -3.333333333333333e-01
 4.487989503571427e+00  1.495996501785714e+00 -1.000000000000000e+00
 4.487989503571429e+00  2.094395102500000e+00  3.333333333333333e-01
 4.487989503571429e+00  2.094395102500000e+00  1.000000000000000e+00
 4.487989503571429e+00  2.094395102500000e+00 -3.333333333333333e-01
 4.487989503571427e+00  2.094395102500000e+00 -1.000000000000000e+00
 5.086388104047618e+00 -2.094395102500000e+00  1.000000000000000e+00
 5.086388104047619e+00 -2.094395102500000e+00  3.333333333333334e-01
 5.086388104047619e+00 -1.495996501785715e+00  3.333333333333333e-01
 5.086388104047619e+00 -1.495996501785714e+00  1.000000000000000e+00
 5.086388104047619e+00 -2.094395102500000e+00 -3.333333333333334e-01
 5.086388104047619e+00 -1.495996501785715e+00 -3.333333333333334e-01
 5.086388104047619e+00 -2.094395102500000e+00 -1.000000000000000e+00
 5.086388104047620e+00 -1.495996501785714e+00 -1.000000000000000e+00
 5.086388104047617e+00 -8.975979010714286e-01  3.333333333333333e-01
 5.086388104047618e+00 -8.975979010714286e-01  1.000000000000000e+00
 5.086388104047618e+00 -8.975979010714286e-01 -3.333333333333334e-01
 5.086388104047619e+00 -8.975979010714288e-01 -1.000000000000000e+00
 5.086388104047617e+00 -2.991993003571429e-01  3.333333333333333e-01
 5.086388104047619e+00 -2.991993003571429e-01  1.000000000000000e+00
 5.086388104047617e+00 -2.991993003571429e-01 -3.333333333333333e-01
 5.086388104047619e+00 -2.991993003571430e-01 -1.000000000000000e+00
 5.086388104047617e+00  2.991993003571430e-01  3.333333333333333e-01
 5.086388104047619e+00  2.991993003571430e-01  1.000000000000000e+00
 5.086388104047619e+00  2.991993003571430e-01 -3.333333333333333e-01
 5.086388104047619e+00  2.991993003571429e-01 -1.000000000000000e+00
 5.086388104047618e+00  8.975979010714288e-01  3.333333333333335e-01
 5.086388104047619e+00  8.975979010714288e-01  1.000000000000000e+00
 5.086388104047617e+00  8.975979010714286e-01 -3.333333333333333e-01
 5.086388104047618e+00  8.975979010714286e-01 -1.000000000000000e+00
 5.086388104047619e+00  1.495996501785714e+00  3.333333333333333e-01
 5.086388104047620e+00  1.495996501785714e+00  1.000000000000000e+00
 5.086388104047619e+00  1.495996501785714e+00 -3.333333333333333e-01
 5.086388104047619e+00  1.495996501785714e+00 -1.000000000000000e+00
 5.086388104047618e+00  2.094395102500000e+00  3.333333333333334e-01
 5.086388104047619e+00  2.094395102500000e+00  1.000000000000000e+00
 5.086388104047619e+00  2.094395102500000e+00 -3.333333333333333e-01
 5.086388104047618e+00  2.094395102500000e+00 -1.000000000000000e+00
 5.684786704523809e+00 -2.094395102500000e+00  1.000000000000000e+00
 5.684786704523809e+00 -2.094395102500000e+00  3.333333333333333e-01
 5.684786704523809e+00 -1.495996501785715e+00  3.333333333333333e-01
 5.684786704523808e+00 -1.495996501785714e+00  1.000000000000000e+00
 5.684786704523809e+00 -2.094395102500000e+00 -3.333333333333333e-01
 5.684786704523809e+00 -1.495996501785715e+00 -3.333333333333333e-01
 5.684786704523810e+00 -2.094395102500000e+00 -1.000000000000000e+00
 5.684786704523811e+00 -1.495996501785714e+00 -1.000000000000000e+00
 5.684786704523808e+00 -8.975979010714289e-01  3.333333333333333e-01
 5.684786704523808e+00 -8.975979010714287e-01  1.000000000000000e+00
 5.684786704523809e+00 -8.975979010714289e-01 -3.333333333333333e-01
 5.684786704523810e+00 -8.975979010714288e-01 -1.000000000000000e+00
 5.684786704523809e+00 -2.991993003571430e-01  3.333333333333334e-01
 5.684786704523809e+00 -2.991993003571429e-01  1.000000000000000e+00
 5.684786704523809e+00 -2.991993003571430e-01 -3.333333333333334e-01
 5.684786704523809e+00 -2.991993003571430e-01 -1.000000000000000e+00
 5.684786704523809e+00  2.991993003571429e-01  3.333333333333334e-01
 5.684786704523809e+00  2.991993003571430e-01  1.000000000000000e+00
 5.684786704523809e+00  2.991993003571429e-01 -3.333333333333334e-01
 5.684786704523809e+00  2.991993003571429e-01 -1.000000000000000e+00
 5.684786704523808e+00  8.975979010714289e-01  3.333333333333334e-01
 5.684786704523810e+00  8.975979010714288e-01  1.000000000000000e+00
 5.684786704523809e+00  8.975979010714287e-01 -3.333333333333333e-01
 5.684786704523808e+00  8.975979010714287e-01 -1.000000000000000e+00
 5.684786704523811e+00  1.495996501785715e+00  3.333333333333334e-01
 5.684786704523811e+00  1.495996501785714e+00  1.000000000000000e+00
 5.684786704523809e+00  1.495996501785714e+00 -3.333333333333333e-01
 5.684786704523808e+00  1.495996501785714e+00 -1.000000000000000e+00
 5.684786704523810e+00  2.094395102500000e+00  3.333333333333334e-01
 5.684786704523810e+00  2.094395102500000e+00  1.000000000000000e+00
 5.684786704523809e+00  2.094395102500000e+00 -3.333333333333332e-01
 5.684786704523809e+00  2.094395102500000e+00 -1.000000000000000e+00
 6.283185305000000e+00 -2.094395102500000e+00  1.000000000000000e+00
 6.283185305000000e+00 -2.094395102500000e+00  3.333333333333334e-01
 6.283185305000000e+00 -1.495996501785714e+00  3.333333333333333e-01
 6.283185305000000e+00 -1.495996501785714e+00  1.000000000000000e+00
 6.283185305000000e+00 -2.094395102500000e+00 -3.333333333333333e-01
 6.283185305000000e+00 -1.495996501785714e+00 -3.333333333333333e-01
 6.283185305000000e+00 -2.094395102500000e+00 -1.000000000000000e+00
 6.283185305000000e+00 -1.495996501785714e+00 -1.000000000000000e+00
 6.283185304999999e+00 -8.975979010714287e-01  3.333333333333333e-01
 6.283185305000000e+00 -8.975979010714286e-01  1.000000000000000e+00
 6.283185304999999e+00 -8.975979010714287e-01 -3.333333333333333e-01
 6.283185305000000e+00 -8.975979010714288e-01 -1.000000000000000e+00
 6.283185305000000e+00 -2.991993003571429e-01  3.333333333333334e-01
 6.283185305000000e+00 -2.991993003571429e-01  1.000000000000000e+00
 6.283185305000000e+00 -2.991993003571429e-01 -3.333333333333334e-01
 6.283185305000000e+00 -2.991993003571429e-01 -1.000000000000000e+00
 6.283185305000000e+00  2.991993003571430e-01  3.333333333333334e-01
 6.283185305000000e+00  2.991993003571429e-01  1.000000000000000e+00
 6.283185305000000e+00  2.991993003571431e-01 -3.333333333333334e-01
 6.283185305000000e+00  2.991993003571429e-01 -1.000000000000000e+00
 6.283185305000001e+00  8.975979010714287e-01  3.333333333333334e-01
 6.283185305000000e+00  8.975979010714288e-01  1.000000000000000e+00
 6.283185304999999e+00  8.975979010714285e-01 -3.333333333333333e-01
 6.283185305000000e+00  8.975979010714286e-01 -1.000000000000000e+00
 6.283185305000000e+00  1.495996501785714e+00  3.333333333333334e-01
 6.283185305000000e+00  1.495996501785714e+00  1.000000000000000e+00
 6.283185305000000e+00  1.495996501785714e+00 -3.333333333333333e-01
 6.283185305000000e+00  1.495996501785714e+00 -1.000000000000000e+00
 6.283185305000000e+00  2.094395102500000e+00  3.333333333333334e-01
 6.283185305000000e+00  2.094395102500000e+00  1.000000000000000e+00
 6.283185305000000e+00  2.094395102500000e+00 -3.333333333333333e-01
 6.283185305000000e+00  2.094395102500000e+00 -1.000000000000000e+00
